epoch,train_loss,train_ppl,val_loss,val_ppl,learning_rate
1,4.617178302640711,101.208050353861,4.187205395783011,65.83854096319735,0.00029815325108927063
2,4.030650971889228,56.29754744208485,4.01469746541216,55.40653047477568,0.00029265847744427303
3,3.847062518650996,46.855224533221914,3.94562536347682,51.70866471346253,0.0002836509786282552
4,3.7275001997824653,41.575048838325614,3.914650155169219,50.13153018615005,0.0002713525491562421
5,3.6366347957199325,37.96386535907859,3.901238276889708,49.46366090731079,0.0002560660171779821
6,3.562436288513175,35.248969278804736,3.8957309935218922,49.19199925576064,0.000238167787843871
7,3.4994197272188785,33.09624153746746,3.892699608638754,49.04310516451336,0.00021809857496093204
8,3.449491567906327,31.484380569120948,3.90043654834835,49.424020371199255,0.00025036959095382875
9,3.3976425645785078,29.89354481395129,3.906859846197482,49.74250734827185,0.000238167787843871
10,3.353104460746952,28.591356753851713,3.913868308488245,50.092350333976384,0.00022500000000000002
11,3.3130817500793848,27.469649758969194,3.9256655984308093,50.68680389079557,0.0002110104964613701
12,3.2768372775067607,26.491853682015726,3.9336215958269287,51.09167641732247,0.00019635254915624216
13,3.2447990442931016,25.65655371125912,3.9427765776252106,51.56156742484018,0.00018118675362266393
14,3.215455602139764,24.914640489269157,3.9531972754177875,52.101684246128976,0.0001656792694901481
15,3.195735009368145,24.428121993913884,3.9618171480357813,52.552735336146235,0.0001500000000000001
16,3.1712426288658744,23.83708661221345,3.969794903826249,52.973665029439104,0.00013432073050985205
17,3.149893357212088,23.333576090649036,3.977241641963109,53.36961849217652,0.00011881324637733612
18,3.129852589733786,22.87060793153822,3.987440837088903,53.916730955644475,0.00010364745084375793
19,3.1122333532102244,22.471174470474573,3.99520582294869,54.33702327930422,8.898950353863e-05
20,3.0961557864659652,22.112781427137467,4.001282676280182,54.66822671837668,7.500000000000006e-05
21,3.0823356482700857,21.809281766139794,4.0075557549138345,55.012242694850805,6.183221215612908e-05
22,3.0696246026279614,21.53381741903638,4.012815858318523,55.30237517440617,4.963040904617134e-05
23,3.0590340300109733,21.30696532901667,4.015854471994343,55.47067329490798,3.85282761783909e-05
24,3.049887474345648,21.112968538269072,4.021269178316509,55.771845343551284,2.8647450843757918e-05
25,3.0417409789684666,20.941670524266947,4.023660226943918,55.90535809193598,2.0096189432334208e-05
26,3.0356741244979437,20.815005075759288,4.026088393631171,56.04127056238206,1.2968181353609862e-05
27,3.0308725577638462,20.715300001659617,4.0272271366647105,56.10512351797983,7.341522555726975e-06
28,3.0270110687745015,20.635462344115574,4.028228702402764,56.16134463729834,3.277859889929149e-06
29,3.0248443221943524,20.59079893127396,4.0285046295581495,56.17684321550771,8.217156947589904e-07
30,3.023467238113808,20.562463184690674,4.0284521126974,56.17389306152228,0.0
